kernel_id,kernel_name,M,N,K,gflops_median,gflops_stddev,gflops_min,gflops_max,ms_median,ms_half_range,correctness,max_abs_error,gpu_name,sm_count,compute_cap
7,double_buffering,1024,1024,1024,3481.834,17.937,3452.618,3501.417,0.6168,0.0032,27.20,PASS,0.000003,NVIDIA GeForce RTX 2080 Ti,68,7,5,10.57
8,tensor_core_wmma,1024,1024,1024,1406.069,8.682,1401.284,1423.499,1.5273,0.0093,10.98,PASS,0.001538,NVIDIA GeForce RTX 2080 Ti,68,7,5,10.57
7,double_buffering,2048,2048,2048,4466.531,417.663,4431.054,4571.869,3.8464,0.2639,17.45,PASS,0.000003,NVIDIA GeForce RTX 2080 Ti,68,7,5,10.57
8,tensor_core_wmma,2048,2048,2048,3783.739,646.605,3709.455,5131.461,4.5404,0.5965,14.78,PASS,0.001538,NVIDIA GeForce RTX 2080 Ti,68,7,5,10.57
7,double_buffering,4096,4096,4096,6035.428,58.434,5963.458,6097.499,22.7720,0.2205,11.79,PASS,0.000003,NVIDIA GeForce RTX 2080 Ti,68,7,5,10.57
8,tensor_core_wmma,4096,4096,4096,6884.328,492.061,6494.917,6953.654,19.9640,2.5023,13.45,PASS,0.001538,NVIDIA GeForce RTX 2080 Ti,68,7,5,10.57
7,double_buffering,8192,8192,8192,6089.494,21.093,6061.658,6121.821,180.5588,0.6250,5.95,PASS,0.000003,NVIDIA GeForce RTX 2080 Ti,68,7,5,10.57
8,tensor_core_wmma,8192,8192,8192,2890.280,89.053,2772.418,2990.340,380.4170,11.7075,2.82,PASS,0.001538,NVIDIA GeForce RTX 2080 Ti,68,7,5,10.57
